# SELECT write_total_time_max,hints,mpihome,mpihost,obj_size,total_size_mb,panfs,description,num_hosts FROM experiment WHERE  !isnull(write_total_time_max) && mpihost like 'rrp3' && user like 'johnbent' && test_type=2 && strided=1 && target rlike 'panfs' && obj_size >45*1024  && obj_size < 48*1024 && panfs rlike '3.2.3' && description rlike 'plfs'   && isnull(user_error) (1248734833)
# xpoint ypoint ydev
# panfs=fc_9_amd64/release 3.2.3.c-372178.5.coherent,description=plfs_testing yaxis 1
4 0.397120997749717 0.00687544927113796
8 2.51138121031745 0.229462936290813
16 3.04449444336763 0.00981704207457948
32 3.16158041154193 0.0208352575482802
64 3.11734935525026 0.0712111268283933
128 3.25140814905492 0.126685054016571
256 2.71186498533811 0.13892427483341
512 2.02859177440305 0.0743392587775691
700 1.82558271441829 0.416091069141488
1400 1.4480522153039 0.293412318798112
2100 1.25114780637544 0.156505713607192
2800 0.995286072415261 0.0487189412845729
4200 1.02651908677867 0
4900 4.86951373431889 3.82065797437578
5600 0.903837467067561 0.00641125041136936
6300 0.935309796467988 0.0111604973458417
7000 0.927690813473732 0.00180974042252735
7700 0.959836642017022 0
