# FS plfs: NP Time(s)
2 269.472685613131
4 315.075755486121
6 301.175354508793
8 310.299163818359
10 296.81049429852
12 296.81049429852
14 301.168762796065
16 288.447110028334
18 301.171399481156
20 292.57034437997
22 292.567783028739
24 276.748462470802
26 280.545677524723
28 280.532169028504
30 273.065654754639
32 265.970711844308
34 280.541993389391
36 269.458530777379
38 269.457351207733
40 265.961397839831
42 259.225928342795
44 246.743913397732
46 252.82307462339
48 252.818647596571
50 259.239545653138
52 255.983363056183
54 249.751892252666
56 255.969915962219
58 249.736586617261
60 249.755172031682
62 249.743146175291
64 252.836355703849
66 235.376696224871
68 235.397304797995
70 238.133440350377
72 232.695848725059
74 232.714185671372
76 240.90653403787
78 240.911807408052
80 235.391122226057
82 230.07222317042
84 238.126143477684
86 238.103210449219
88 235.399365655307
90 235.370513652933
92 235.387000511433
94 230.081288627025
96 222.590331036112
98 222.596177598704
100 222.60787072389
102 222.587407754815
104 217.858181324411
106 227.534790674846
108 227.524829864502
110 225.019631333404
112 225.028497549204
114 220.165076286562
116 215.534740327534
118 220.212309806578
120 225.024557008848
124 225.012735387781
126 213.321336865425
128 204.768760986328
130 213.288652956486
136 202.737797123371
138 208.923931316454
142 217.808589204829
146 222.575714629629
148 225.042289440449
150 217.871533048914
152 215.512092590332
154 224.987121875469
156 215.515867213199
158 213.27557939291
160 206.822643858014
162 211.105512245414
164 208.905635950517
166 208.947715292171
170 204.749935054779
172 215.546064196135
174 213.262505829334
176 215.57626117907
178 208.909295023705
180 213.304527997971
182 215.540402261834
184 215.56493731047
186 211.09442185864
188 208.951374365359
190 206.804533293753
192 198.77677073062
194 204.785793972015
196 204.788483390808
198 206.816305160522
200 198.790696523722
202 198.756752403037
204 211.066695891705
206 204.710490245819
208 198.77677073062
210 202.704956035803
212 213.313866257668
214 202.767087823093
216 204.772346878052
218 204.714076137543
220 198.755882040968
222 191.391105972718
224 196.851663736197
226 189.56501171324
228 198.740215523729
230 198.781992903033
232 200.743140501135
234 191.345863413588
236 193.20513973596
238 204.719454975128
240 208.896488267549
242 193.20513973596
244 186.127339865945
246 187.85713635016
248 191.365971217646
250 184.44324828483
252 181.228746363547
254 194.958102743966
256 179.571391858553
258 179.554091503746
260 182.824448347092
262 191.303134329966
264 181.166865931148
266 182.785227656364
268 186.088221047141
270 170.643622398376
272 176.469150806295
274 176.496199558521
276 181.190666097455
278 182.79803441252
280 163.760503234863
282 172.07760241853
284 166.420360286061
286 182.793231878962
288 187.834930139944
290 174.984620167659
292 169.177037136614
294 169.246680488271
296 178.019255994714
298 170.641381216049
300 169.255571128908
302 165.06090951735
304 176.438237946609
306 178.069926203852
308 169.205190831965
310 181.131165681687
312 173.508537163169
314 175.030593138474
#316 76.3707965879297
318 167.775643833348
320 158.668759368187
322 162.430934270223
324 159.978395998478
326 163.776998336792
328 159.885947227478
330 157.475814232459
332 170.640634155273
334 161.145597578033
336 159.902756094933
338 167.771969763959
340 166.40141045175
342 148.29806016839
344 155.127849232067
346 151.643376668294
348 139.22041663345
350 146.237146854401
352 158.757711721021
354 153.90350700321
356 151.652673424615
358 147.307916051192
360 163.817877502441
362 151.684548017714
364 142.196793158849
366 149.445309381415
368 130.384850277263
370 133.761964311787
372 142.195548057556
374 145.169485741473
376 142.203018665314
378 146.19680557251
380 152.788423851355
382 143.207475835627
384 129.527855981754
386 132.05277620131
388 143.146039229173
390 124.820189883069
392 124.81745673389
394 147.255675542269
396 150.484846535851
398 144.100447815908
400 141.209943047885
402 135.560955729706
404 138.262777843991
406 133.811768363503
408 138.272469443244
410 143.166100161893
412 134.617206272326
414 139.240541535981
416 146.24290989467
418 151.694508828057
420 121.808259487152
422 131.196514789875
424 135.553831441513
426 132.062608485068
428 132.063765224334
430 108.878544848016
432 139.2350529262
434 133.758448731666
436 127.885225367546
438 137.429300308228
440 134.683262172498
442 114.976682480802
444 124.871026457809


# FS scratch1: NP Time(s)
2 211.13323821235
100 111.912153587967
200 156.301081999568
300 89.4319829982443
400 103.936252497174
600 77.231988726922


