# SELECT write_total_time_max,hints,mpihome,mpihost,obj_size,total_size_mb,test_type,strided,target,num_hosts FROM experiment WHERE  !isnull(write_total_time_max) && mpihost like 'rrz' && test_type=2 && isnull(error) && target rlike 'stat' && total_size_mb>20*1000 && total_size_mb<22*1024 && isnull(user_error) (1239381515)
# xpoint ypoint ydev
# N-1, strided, PanFS yaxis 1
98 662.401345581576 0
100 412.179065306952 0
102 682.231594938733 0
104 633.935011345309 0
106 605.08936829073 0
108 660.772254096509 0
110 653.910022226196 0
112 647.038378170006 0
114 641.511030068333 0
116 666.618917238303 0
118 623.537041322113 0
120 608.160804497679 0
122 603.869221378908 0
124 629.670745320414 0
126 635.182749807697 0
128 676.077496549766 0
130 623.304475939996 0
132 653.178527000734 0
134 643.394240286572 0
136 647.081316125444 0
138 666.522344913798 0
140 681.226295828066 0
142 667.80271281297 0
144 421.939884798088 0
146 708.135063354175 0
148 692.946956674742 0
150 689.925953874452 0
152 669.666045203284 0
154 698.81459080685 0
156 727.398043834312 0
158 665.610116870662 0
160 661.416356288905 0
162 709.172011581033 0
164 727.463960458662 0
166 651.191116001437 0
170 669.848789201285 0
172 698.224509071814 0
174 715.093555384019 0
176 701.39321748303 0
178 707.171156483263 0
180 695.531077303498 0
182 709.086816497559 0
184 693.88273721589 0
186 718.735520828946 0
188 696.11745868787 0
190 707.155242088684 0
192 695.852550224485 0
194 709.068245559364 0
196 732.390135042344 0
198 703.154352044233 0
200 729.583637691746 0
202 779.706656408655 0
204 747.194394262878 0
206 716.110751578542 0
208 742.346837031048 0
210 701.084164891686 0
212 722.094692041059 0
214 719.948111847795 0
216 759.42738466103 0
218 737.944782290537 0
220 754.663216255272 0
222 750.411321321651 0
224 760.283129577088 0
226 775.00804421479 0
228 729.094393115878 0
230 786.5701630036 0
232 762.679162072767 0
234 750.683806436947 0
236 772.247696043681 0
238 798.401784634825 0
240 802.426261636453 0
242 797.151542752159 0
244 768.840805566717 0
246 772.25721289836 0
248 748.749414930962 0
252 748.409354203288 0
254 752.128273241993 0
256 737.580347620557 0
258 763.716275963451 0
260 755.981938809039 0
262 811.733401012813 0
264 759.275880485417 0
266 808.057723201775 0
268 370.66539669203 0
270 746.163908859357 0
272 799.275317048791 0
274 769.25042269397 0
276 748.648925356325 0
278 442.382114049512 0
280 793.294812024539 0
282 821.407655218337 0
284 782.624487673579 0
286 752.784406587709 0
290 730.807260525799 0
292 812.024229345752 0
294 765.104983934843 0
296 786.784063089688 0
298 784.649576579683 0
300 823.471463840259 0
302 804.202618385277 0
304 757.673242585895 0
306 762.846350422065 0
308 770.296962651106 0
