# SELECT write_total_time_max,hints,mpihome,mpihost,obj_size,total_size_mb,test_type,strided,target,read_total_op_time_max,num_hosts FROM experiment WHERE  !isnull(read_total_op_time_max) && mpihost like 'rrz' && test_type=2 && isnull(error) && target rlike 'stat' && total_size_mb>20*1000 && total_size_mb<22*1024 && isnull(user_error) (1239381525)
# xpoint ypoint ydev
# N-1, strided, PanFS yaxis 1
2 14.1098331178095 0.0167688935855992
100 46.8947966243055 19.4043986973949
200 44.6697541745678 12.6165232479189
300 55.3518499117009 21.2623932362225
400 55.9760829322413 22.4113626659639
500 71.6212893927608 4.97941216077596
600 35.711793014158 0
700 53.423881251828 0
800 42.595851796376 0


# N-1, strided, PanFS yaxis 2


# N-1, strided, PLFS yaxis 1
2 146.66190787792 39.1423253583375
4 158.794612742399 0
6 235.249994543736 0
8 234.748570053071 0
10 263.477221588256 0
12 319.427959129243 0
14 343.724194880264 0
16 484.998685653254 0
18 522.273452920745 0
20 571.609193798233 0
22 621.618034756252 11.0455550443698
24 674.719988211694 6.65931295480289
26 687.956802572393 0.687516560875395
28 755.311849595784 2.10464662985669
30 776.814709314975 47.8006629112959
32 861.182560754061 34.5982846514955
34 808.838938260835 10.0371643245925
36 961.729512061135 27.9335091975696
38 982.949864118138 41.8458402950467
40 973.039909739406 83.8316390039496
42 977.315420526501 58.3901952689354
44 988.128068248147 127.907549504054
46 1114.06263028751 87.118684526433
48 1126.93826040389 47.4512701453856
50 1070.03740595689 1.23834951066749
52 913.080655076324 21.9856438716595
54 1126.6253658642 6.91645070744971
56 1006.2682805038 57.3042461925057
58 1126.40356806256 18.3190050813164
60 1082.7456650924 154.718005382952
62 1115.39720543416 131.430762029679
64 1005.89267213768 108.254704300588
66 1144.18548610487 35.7375340850407
68 1373.111018157 189.811582084155
70 1172.95353848977 171.074970310949
72 1113.95876154706 44.8765855002799
74 1090.01978633349 40.0133772274294
76 1049.89898780563 126.675362918343
78 1174.27903266416 50.2101530826678
80 1265.26873532273 185.147004722883
82 1286.81901538884 36.4587408474271
84 1194.7729492649 257.562412350919
86 1122.21864030494 162.267957736679
88 1078.68953373947 9.51591055560368
90 985.316301172275 111.827413231312
92 979.748008311223 19.8029461545842
94 1114.52675121102 0
96 939.785410088847 0
98 1283.8165689747 0
100 1103.18730035606 0
102 985.917527262223 0
104 1288.7791063562 0
106 1002.07970404588 0
108 864.180962630035 0
110 1172.24639340508 0
112 935.601335946745 0
114 1201.77137625018 0
116 887.73178757701 0
118 1060.09172412365 0
120 1177.12794394081 0
122 990.467484983024 0
124 911.110221189914 0
126 888.605397899853 0
128 1049.27953595146 0
130 1372.05671477774 0
132 1128.80696319407 0
134 808.064185136074 0
136 1051.2953474283 0
138 1033.95599456623 0
140 851.302753514129 0
142 868.113232345073 0
144 939.60532354291 0
146 758.441115901447 0
148 788.89929002608 0
150 883.374957405419 0
152 1151.2750583406 0
154 1067.80085324766 0
156 847.297000898034 0
158 864.943075005809 0
160 1053.21797456895 0
162 1073.76314202564 0
164 884.159429240211 0
166 768.355328082611 0
170 968.694261639707 0
172 972.113955839976 0
174 1081.0474012979 0
176 915.338854647603 0
178 968.411940835064 0
180 877.212071882965 0
182 768.373178630262 0
184 913.880893410982 0
186 956.979347282525 0
188 1131.7622090067 0
190 810.127333591852 0
192 896.716041380156 0
194 743.97837665027 0
196 697.925186760456 0
198 654.009058792715 0
200 949.887732190243 0
202 952.589014834255 0
204 813.913271634386 0
206 870.540156663293 0
